index,Customer ID,Recency,Frequency,Monetary,Cluster,Segment
224,12571.0,40,2,519.61,4,À Risque ⚠️
225,12572.0,9,2,1020.42,4,À Risque ⚠️
226,12573.0,227,5,717.41,4,À Risque ⚠️
227,12574.0,316,1,218.45,0,Perdus 💤
228,12575.0,457,2,622.8199999999999,0,Perdus 💤
229,12576.0,36,8,2142.72,4,À Risque ⚠️
230,12577.0,35,8,1617.1,4,À Risque ⚠️
231,12578.0,21,4,4642.45,4,À Risque ⚠️
232,12579.0,78,1,440.42,4,À Risque ⚠️
233,12580.0,247,2,1052.9,4,À Risque ⚠️
234,12581.0,40,1,197.71,4,À Risque ⚠️
235,12582.0,239,4,1980.4,4,À Risque ⚠️
236,12583.0,3,27,13591.58,1,Prometteurs 🌱
237,12584.0,4,9,2338.15,4,À Risque ⚠️
238,12585.0,234,2,2040.1,4,À Risque ⚠️
239,12586.0,17,4,2062.67,4,À Risque ⚠️
240,12587.0,8,1,144.0,4,À Risque ⚠️
241,12588.0,39,4,958.78,4,À Risque ⚠️
242,12589.0,29,8,4695.66,4,À Risque ⚠️
243,12590.0,211,2,9864.26,4,À Risque ⚠️
244,12591.0,317,3,1338.95,0,Perdus 💤
245,12592.0,92,5,2582.66,4,À Risque ⚠️
246,12593.0,109,3,418.09999999999997,4,À Risque ⚠️
247,12594.0,38,15,5090.110000000001,4,À Risque ⚠️
248,12595.0,505,1,299.02,0,Perdus 💤
249,12596.0,51,2,618.27,4,À Risque ⚠️
250,12597.0,19,4,3811.22,4,À Risque ⚠️
251,12598.0,10,11,4534.09,4,À Risque ⚠️
252,12599.0,29,13,2296.72,4,À Risque ⚠️
253,12600.0,29,21,4967.42,1,Prometteurs 🌱
254,12601.0,190,6,681.26,4,À Risque ⚠️
255,12602.0,59,1,153.12,4,À Risque ⚠️
256,12603.0,22,1,739.1999999999999,4,À Risque ⚠️
257,12604.0,79,2,254.18,4,À Risque ⚠️
258,12605.0,376,4,1232.95,0,Perdus 💤
259,12606.0,682,1,21.0,0,Perdus 💤
260,12607.0,60,1,1579.51,4,À Risque ⚠️
261,12608.0,405,1,415.79,0,Perdus 💤
262,12609.0,78,9,3435.86,4,À Risque ⚠️
263,12610.0,23,5,2099.54,4,À Risque ⚠️
264,12611.0,52,1,1193.32,4,À Risque ⚠️
265,12612.0,74,1,704.0400000000001,4,À Risque ⚠️
266,12613.0,57,10,6817.37,4,À Risque ⚠️
267,12614.0,278,1,315.6,0,Perdus 💤
268,12615.0,2,8,5740.98,4,À Risque ⚠️
269,12616.0,95,3,1131.1,4,À Risque ⚠️
270,12617.0,29,1,352.98,4,À Risque ⚠️
271,12618.0,22,1,177.31,4,À Risque ⚠️
272,12619.0,16,10,3781.38,4,À Risque ⚠️
273,12620.0,15,3,1339.41,4,À Risque ⚠️
274,12621.0,2,35,24311.2,1,Prometteurs 🌱
275,12622.0,232,1,180.1,4,À Risque ⚠️
276,12623.0,276,7,3747.84,4,À Risque ⚠️
277,12624.0,106,2,641.13,4,À Risque ⚠️
278,12625.0,212,4,5164.88,4,À Risque ⚠️
279,12626.0,23,9,6620.48,4,À Risque ⚠️
280,12627.0,11,7,4478.53,4,À Risque ⚠️
281,12628.0,4,3,786.46,4,À Risque ⚠️
282,12629.0,386,2,1558.22,0,Perdus 💤
283,12630.0,10,2,1270.88,4,À Risque ⚠️
284,12631.0,57,6,3481.57,4,À Risque ⚠️
285,12632.0,521,2,804.88,0,Perdus 💤
286,12633.0,59,7,5678.16,4,À Risque ⚠️
287,12634.0,536,2,490.0,0,Perdus 💤
288,12635.0,90,4,2930.41,4,À Risque ⚠️
289,12636.0,739,1,141.0,0,Perdus 💤
290,12637.0,67,12,8283.81,4,À Risque ⚠️
291,12638.0,33,2,921.49,4,À Risque ⚠️
292,12639.0,239,3,1312.37,4,À Risque ⚠️
293,12640.0,24,3,1174.58,4,À Risque ⚠️
294,12641.0,115,1,185.9,4,À Risque ⚠️
295,12642.0,25,3,1013.26,4,À Risque ⚠️
296,12643.0,128,12,8304.82,4,À Risque ⚠️
297,12644.0,130,4,1918.49,4,À Risque ⚠️
298,12645.0,34,8,3539.3,4,À Risque ⚠️
299,12646.0,5,2,1346.97,4,À Risque ⚠️
300,12647.0,22,36,16955.55,1,Prometteurs 🌱
301,12648.0,155,4,1112.0,4,À Risque ⚠️
302,12649.0,107,8,2294.65,4,À Risque ⚠️
303,12650.0,3,1,314.44,4,À Risque ⚠️
304,12651.0,335,4,377.75,0,Perdus 💤
305,12652.0,331,2,1017.03,0,Perdus 💤
306,12653.0,149,3,4160.83,4,À Risque ⚠️
307,12654.0,11,5,601.98,4,À Risque ⚠️
308,12655.0,424,1,261.35,0,Perdus 💤
309,12656.0,17,8,6407.83,4,À Risque ⚠️
310,12657.0,11,4,1643.18,4,À Risque ⚠️
311,12658.0,19,1,686.05,4,À Risque ⚠️
312,12659.0,30,1,91.68,4,À Risque ⚠️
313,12660.0,11,1,245.1,4,À Risque ⚠️
314,12661.0,436,1,162.0,0,Perdus 💤
315,12662.0,1,20,6726.54,1,Prometteurs 🌱
316,12663.0,625,2,239.4,0,Perdus 💤
317,12664.0,8,11,6070.04,4,À Risque ⚠️
318,12665.0,325,3,313.6,0,Perdus 💤
319,12666.0,394,1,1248.42,0,Perdus 💤
320,12667.0,58,1,620.13,4,À Risque ⚠️
321,12668.0,12,10,11383.03,4,À Risque ⚠️
322,12669.0,151,3,2744.0299999999997,4,À Risque ⚠️
323,12670.0,10,7,3760.29,4,À Risque ⚠️
324,12671.0,606,1,2622.481,0,Perdus 💤
325,12672.0,330,2,437.05,0,Perdus 💤
326,12673.0,5,3,1230.02,4,À Risque ⚠️
327,12674.0,39,4,1970.6,4,À Risque ⚠️
328,12675.0,554,2,957.25,0,Perdus 💤
329,12676.0,25,11,2843.09,4,À Risque ⚠️
330,12677.0,555,2,395.1,0,Perdus 💤
331,12678.0,42,21,34281.18,1,Prometteurs 🌱
332,12679.0,59,4,1113.02,4,À Risque ⚠️
333,12680.0,1,4,880.81,4,À Risque ⚠️
334,12681.0,15,45,29834.76,1,Prometteurs 🌱
335,12682.0,4,52,22950.22,1,Prometteurs 🌱
336,12683.0,4,21,11633.7,1,Prometteurs 🌱
337,12684.0,8,7,2283.63,4,À Risque ⚠️
338,12685.0,28,6,2863.08,4,À Risque ⚠️
339,12686.0,372,1,89.14,0,Perdus 💤
340,12687.0,481,2,2138.91,0,Perdus 💤
341,12688.0,114,1,4873.8099999999995,4,À Risque ⚠️
342,12689.0,26,2,1247.61,4,À Risque ⚠️
343,12690.0,206,1,389.01,4,À Risque ⚠️
344,12691.0,28,7,1170.4,4,À Risque ⚠️
345,12692.0,637,1,110.95,0,Perdus 💤
346,12693.0,127,7,1703.02,4,À Risque ⚠️
347,12694.0,70,3,1843.35,4,À Risque ⚠️
348,12695.0,7,7,1407.1200000000001,4,À Risque ⚠️
349,12696.0,435,2,851.91,0,Perdus 💤
350,12697.0,29,3,957.59,4,À Risque ⚠️
351,12698.0,590,1,339.75,0,Perdus 💤
352,12699.0,418,1,638.11,0,Perdus 💤
353,12700.0,8,4,4939.99,4,À Risque ⚠️
354,12701.0,80,6,2446.41,4,À Risque ⚠️
355,12702.0,20,1,219.0,4,À Risque ⚠️
356,12703.0,71,4,1006.53,4,À Risque ⚠️
357,12704.0,7,8,2340.84,4,À Risque ⚠️
358,12705.0,15,14,11762.1,4,À Risque ⚠️
359,12707.0,292,1,603.42,0,Perdus 💤
360,12708.0,30,18,5117.66,1,Prometteurs 🌱
361,12709.0,15,34,30291.76,1,Prometteurs 🌱
362,12710.0,97,3,1149.02,4,À Risque ⚠️
363,12711.0,612,2,1339.05,0,Perdus 💤
364,12712.0,29,21,6723.03,1,Prometteurs 🌱
365,12713.0,1,1,848.55,4,À Risque ⚠️
366,12714.0,9,12,14093.71,4,À Risque ⚠️
367,12715.0,106,1,343.36,4,À Risque ⚠️
368,12716.0,4,2,1053.49,4,À Risque ⚠️
369,12717.0,151,3,1308.91,4,À Risque ⚠️
370,12718.0,71,1,238.25,4,À Risque ⚠️
371,12719.0,5,2,644.95,4,À Risque ⚠️
372,12720.0,3,30,7787.28,1,Prometteurs 🌱
373,12721.0,32,8,4013.08,4,À Risque ⚠️
374,12722.0,85,4,997.63,4,À Risque ⚠️
375,12723.0,4,5,725.07,4,À Risque ⚠️
376,12724.0,5,7,2317.52,4,À Risque ⚠️
377,12725.0,371,4,2266.76,0,Perdus 💤
378,12726.0,28,11,4014.6,4,À Risque ⚠️
379,12727.0,11,10,5679.53,4,À Risque ⚠️
380,12728.0,71,5,1070.17,4,À Risque ⚠️
381,12729.0,114,1,453.01,4,À Risque ⚠️
382,12730.0,522,1,829.25,0,Perdus 💤
383,12731.0,24,17,25775.71,1,Prometteurs 🌱
384,12732.0,180,1,236.26000000000002,4,À Risque ⚠️
385,12733.0,234,4,2424.87,4,À Risque ⚠️
386,12734.0,353,3,639.65,0,Perdus 💤
387,12735.0,315,2,779.5699999999999,0,Perdus 💤
388,12736.0,333,1,234.0,0,Perdus 💤
389,12737.0,499,2,3710.5,0,Perdus 💤
390,12738.0,372,1,155.35,0,Perdus 💤
391,12739.0,78,4,2726.73,4,À Risque ⚠️
392,12740.0,64,1,427.6,4,À Risque ⚠️
393,12741.0,529,2,406.07,0,Perdus 💤
394,12742.0,626,1,1201.52,0,Perdus 💤
395,12743.0,134,2,540.13,4,À Risque ⚠️
396,12744.0,52,11,25317.06,1,Prometteurs 🌱
397,12745.0,487,3,925.41,0,Perdus 💤
398,12746.0,541,1,254.55,0,Perdus 💤
399,12747.0,2,26,8898.48,1,Prometteurs 🌱
400,12748.0,1,336,53539.64,2,Loyal Customers 🥈
401,12749.0,4,9,6897.36,4,À Risque ⚠️
402,12750.0,129,1,275.88,4,À Risque ⚠️
403,12751.0,445,1,268.27,0,Perdus 💤
404,12752.0,81,1,4366.78,4,À Risque ⚠️
405,12753.0,23,6,21429.39,4,À Risque ⚠️
406,12754.0,236,3,3010.74,4,À Risque ⚠️
407,12755.0,281,11,5236.259999999999,4,À Risque ⚠️
408,12756.0,87,1,112.07999999999998,4,À Risque ⚠️
409,12757.0,16,13,7834.650000000001,4,À Risque ⚠️
410,12758.0,117,7,9903.24,4,À Risque ⚠️
411,12759.0,52,8,5020.74,4,À Risque ⚠️
412,12760.0,456,1,347.8,0,Perdus 💤
413,12761.0,458,2,782.95,0,Perdus 💤
414,12762.0,8,2,1898.52,4,À Risque ⚠️
415,12763.0,138,2,494.08,4,À Risque ⚠️
416,12764.0,317,1,1693.88,0,Perdus 💤
417,12765.0,472,6,1404.58,0,Perdus 💤
418,12766.0,4,9,8918.99,4,À Risque ⚠️
419,12767.0,376,1,949.82,0,Perdus 💤
420,12768.0,451,1,168.69000000000003,0,Perdus 💤
421,12769.0,239,1,1143.6,4,À Risque ⚠️
422,12770.0,211,2,3246.45,4,À Risque ⚠️
423,12771.0,486,1,282.3,0,Perdus 💤
424,12772.0,60,1,892.47,4,À Risque ⚠️
425,12773.0,564,1,124.25,0,Perdus 💤
426,12774.0,536,1,98.7,0,Perdus 💤
427,12775.0,17,7,1686.12,4,À Risque ⚠️
428,12776.0,668,1,55.5,0,Perdus 💤
429,12777.0,458,1,519.45,0,Perdus 💤
430,12778.0,20,9,1775.68,4,À Risque ⚠️
431,12779.0,38,14,6474.11,4,À Risque ⚠️
432,12780.0,599,1,337.4,0,Perdus 💤
433,12781.0,64,2,826.74,4,À Risque ⚠️
434,12782.0,5,11,4618.24,4,À Risque ⚠️
435,12783.0,2,6,2225.91,4,À Risque ⚠️
436,12784.0,9,3,1763.15,4,À Risque ⚠️
437,12785.0,364,3,1100.4,0,Perdus 💤
438,12786.0,610,1,728.5,0,Perdus 💤
439,12787.0,10,4,862.18,4,À Risque ⚠️
440,12788.0,463,4,444.9,0,Perdus 💤
441,12789.0,65,3,273.35,4,À Risque ⚠️
442,12790.0,192,2,591.85,4,À Risque ⚠️
443,12791.0,374,6,863.51,0,Perdus 💤
444,12792.0,257,2,827.01,4,À Risque ⚠️
445,12793.0,335,3,885.53,0,Perdus 💤
446,12794.0,53,2,860.41,4,À Risque ⚠️
447,12795.0,19,1,430.48,4,À Risque ⚠️
448,12796.0,628,1,381.0,0,Perdus 💤
449,12797.0,366,2,552.08,0,Perdus 💤
450,12798.0,10,4,8510.93,4,À Risque ⚠️
451,12799.0,529,1,219.35,0,Perdus 💤
452,12800.0,470,3,584.25,0,Perdus 💤
453,12801.0,501,1,1071.82,0,Perdus 💤
454,12802.0,187,7,2416.42,4,À Risque ⚠️
455,12803.0,393,1,1092.81,0,Perdus 💤
456,12804.0,466,2,325.37,0,Perdus 💤
457,12805.0,382,4,1434.95,0,Perdus 💤
458,12806.0,435,4,2878.96,0,Perdus 💤
459,12807.0,383,1,330.35,0,Perdus 💤
460,12808.0,37,5,776.7,4,À Risque ⚠️
461,12809.0,178,3,1755.94,4,À Risque ⚠️
462,12810.0,535,2,534.99,0,Perdus 💤
463,12811.0,261,5,1033.9,4,À Risque ⚠️
464,12812.0,45,1,229.64000000000001,4,À Risque ⚠️
465,12813.0,502,3,1687.8,0,Perdus 💤
466,12814.0,102,1,125.92,4,À Risque ⚠️
467,12815.0,148,2,1063.46,4,À Risque ⚠️
468,12816.0,96,2,572.2,4,À Risque ⚠️
469,12817.0,281,3,690.98,0,Perdus 💤
470,12818.0,262,1,1542.08,4,À Risque ⚠️
471,12819.0,458,1,540.52,0,Perdus 💤
472,12820.0,3,11,2689.52,4,À Risque ⚠️
473,12821.0,214,2,220.8,4,À Risque ⚠️
474,12822.0,71,2,948.88,4,À Risque ⚠️
475,12823.0,75,18,6501.5,1,Prometteurs 🌱
476,12824.0,60,1,397.12,4,À Risque ⚠️
477,12825.0,521,2,518.63,0,Perdus 💤
478,12826.0,3,12,2800.75,4,À Risque ⚠️
479,12827.0,6,3,430.15000000000003,4,À Risque ⚠️
480,12828.0,3,6,1018.71,4,À Risque ⚠️
481,12829.0,337,3,385.3,0,Perdus 💤
482,12830.0,38,6,6814.64,4,À Risque ⚠️
483,12831.0,262,3,451.11,4,À Risque ⚠️
484,12832.0,32,2,383.03,4,À Risque ⚠️
485,12833.0,145,1,417.38,4,À Risque ⚠️
486,12834.0,283,1,312.38,0,Perdus 💤
487,12835.0,428,41,5996.83,1,Prometteurs 🌱
488,12836.0,59,15,6559.7300000000005,4,À Risque ⚠️
489,12837.0,173,2,662.66,4,À Risque ⚠️
490,12838.0,34,10,2975.91,4,À Risque ⚠️
491,12839.0,3,26,9669.12,1,Prometteurs 🌱
492,12840.0,144,7,4041.97,4,À Risque ⚠️
493,12841.0,5,40,6958.2,1,Prometteurs 🌱
494,12842.0,70,4,1917.99,4,À Risque ⚠️
495,12843.0,66,30,6583.36,1,Prometteurs 🌱
496,12844.0,29,4,648.6,4,À Risque ⚠️
497,12845.0,267,4,354.09,4,À Risque ⚠️
498,12846.0,682,1,15.58,0,Perdus 💤
499,12847.0,22,2,1609.0,4,À Risque ⚠️
500,12848.0,676,1,208.0,0,Perdus 💤
501,12849.0,31,6,3042.47,4,À Risque ⚠️
502,12850.0,446,1,330.0,0,Perdus 💤
503,12851.0,97,2,280.76,4,À Risque ⚠️
504,12852.0,295,1,311.55,0,Perdus 💤
505,12853.0,135,11,3907.5,4,À Risque ⚠️
506,12854.0,79,7,2970.9700000000003,4,À Risque ⚠️
507,12855.0,373,4,612.84,0,Perdus 💤
508,12856.0,8,6,2170.78,4,À Risque ⚠️
